direction,entry_cycle,latest_entry_cycle,common_window_rank,center_cycle,common_arrived_windows,progression_increment_abs_difference,progression_score_abs_difference,uncertainty,latest_uncertainty,uncertainty_difference_to_latest,state_match_available,state_match_quality,latest_state_match_quality,state_match_quality_difference
Exp1_to_Exp2,0.0,9000.0,136,9675.5,200,0.0,3.445965734982792e-11,1.5607606472027185,1.5929877134123074,-0.03222706620958893,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,137,9680.5,200,0.0,2.5528357205928387e-11,1.5555247715037641,1.5827941945105595,-0.027269423006795357,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,138,9685.5,200,0.0,1.8911872068372304e-11,1.5516144531836453,1.578766680001767,-0.027152226818121683,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,139,9690.5,200,0.0,1.4010237414652238e-11,1.5499580749929767,1.5742174934257507,-0.024259418432774016,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,140,9695.5,200,0.04104670700053137,9.217404617345437e-12,1.5081062448948381,1.5164124240092702,-0.0083061791144321,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,141,9700.5,200,0.07286001245752582,6.9746430853001584e-12,1.4856419396509943,1.4765094033154436,0.009132536335550778,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,142,9705.5,200,0.19062114290816234,6.753708703399752e-12,1.4709171283880582,1.4583023728052424,0.012614755582815773,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,143,9710.5,200,0.11127627680766436,6.753708703399752e-12,1.4625181342874514,1.4798104135577888,-0.017292279270337385,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,144,9715.5,200,0.14114697337602714,6.753708703399752e-12,1.465733444112235,1.473004041563935,-0.0072705974517000005,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,145,9720.5,200,0.009545263615958505,5.696665361654141e-12,1.4710130242215103,1.4700484391088346,0.0009645851126756089,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,146,9725.5,200,0.07702908081007764,3.861244657343832e-12,1.4770575348731771,1.4660017690347245,0.011055765838452691,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,147,9730.5,200,0.19773317750345398,2.963629341934393e-12,1.4917161259648732,1.4654371207612533,0.02627900520361992,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,148,9735.5,200,0.13110016885660064,2.5375257450832578e-12,1.4918139629394087,1.468083471943552,0.023730490995856668,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,149,9740.5,200,0.10787505494249569,2.1311841180704505e-12,1.4908991101975648,1.4707715973650475,0.020127512832517347,True,0.0,0.0,0.0
